date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:27:12	140807/140807	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Feb%202021%2009:27:03%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/Ext.fandom.CreatePage.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/Ext.fandom.CreatePage.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:12	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Feb%202021%2009:27:03%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/ext.fandom.TimeAgoMessaging.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/ext.fandom.TimeAgoMessaging.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:13	140927/140927	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Feb%202021%2009:27:04%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/Ext.fandom.TimeAgoMessaging.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/Ext.fandom.TimeAgoMessaging.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:13	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Feb%202021%2009:27:04%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/ext.fandom.VisitSource.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/ext.fandom.VisitSource.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:14	140826/140826	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Feb%202021%2009:27:05%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/Ext.fandom.VisitSource.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/Ext.fandom.VisitSource.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:14	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Feb%202021%2009:27:05%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/ext.fandom.Thumbnails.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/ext.fandom.Thumbnails.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:15	140807/140807	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Feb%202021%2009:27:05%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/Ext.fandom.Thumbnails.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/Ext.fandom.Thumbnails.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:15	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Feb%202021%2009:27:06%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/skin.oasis.FanFeed.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/skin.oasis.FanFeed.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:16	140747/140747	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Feb%202021%2009:27:06%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/Skin.oasis.FanFeed.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/Skin.oasis.FanFeed.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:16	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Feb%202021%2009:27:07%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/skin.oasis.pageheader.Share.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/skin.oasis.pageheader.Share.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:16	140927/140927	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Feb%202021%2009:27:07%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/Skin.oasis.pageheader.Share.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/Skin.oasis.pageheader.Share.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:17	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Feb%202021%2009:27:08%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/ext.fandom.WikiaInYourLang.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/ext.fandom.WikiaInYourLang.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:17	140907/140907	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Feb%202021%2009:27:08%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/Ext.fandom.WikiaInYourLang.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/Ext.fandom.WikiaInYourLang.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:18	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Feb%202021%2009:27:09%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/ext.fandom.performanceMonitoring.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/ext.fandom.performanceMonitoring.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:18	141027/141027	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Feb%202021%2009:27:09%20GMT	https://xiaoshenbike.fandom.com/zh-tw/wiki/Ext.fandom.performanceMonitoring.js	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/wiki/Ext.fandom.performanceMonitoring.js	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
17:27:18	226264/226264	---M-Z	200	added ('OK')	text/css	etag:W/%220mwvo2h%22	https://xiaoshenbike.fandom.com/zh-tw/load.php?lang=zh-tw&modules=ext.categorySelect.runtimeStyles%7Cext.fandom.ArticleInterlang.css%7Cext.fandom.CreatePage.css%7Cext.fandom.DesignSystem.css%7Cext.fandom.Thumbnails.css%7Cext.fandom.UserPreferencesV2.runtime.css%7Cext.fandom.bannerNotifications.css%7Cext.fandom.coreRuntimeStyles%2CwikiaBarRuntimeStyles%7Cext.fandom.photoGallery.gallery.css%2CruntimeStyles%7Cext.fandomVideo.css%7Cext.staffSig.css%7Cext.visualEditor.desktopArticleTarget.noscript%7Cmediawiki.legacy.commonPrint%2Cshared%7Cskin.oasis.css%7Cskin.oasis.fanFeed.css%2CdiscussionsRuntimeStyles%7Cskin.oasis.pageheader.Share.css&only=styles&skin=oasis	C:/My%20Websites/xiaoshen/xiaoshenbike.fandom.com/zh-tw/load2672.css	(from https://xiaoshenbike.fandom.com/zh-tw/wiki/%E7%A1%9D%E7%A5%9E_Wiki)
